Pos	Strand	Score
410482	+	6.4561
410725	-	6.7622
410981	+	9.5064
411506	+	5.7870
411514	+	5.6392
411524	+	6.5734
412295	+	6.5734
412321	-	5.7856
412977	-	5.7856
413290	+	8.3122
413483	+	5.1244
413532	+	11.4895
414124	+	9.2451
414282	+	5.7856
414308	-	6.5734
414375	-	10.5871
414906	+	12.9132
415206	+	6.0470
415654	+	6.9191
415666	-	11.2575
415720	-	6.5456
416676	+	6.4296
418198	+	5.3794
419722	-	8.9826
421886	+	8.9826
422160	-	7.7067
422681	-	9.9155
423065	-	5.4967
424292	-	5.1755
424981	+	6.1377
425962	-	5.3778
426145	-	6.2537
426583	+	5.8396
427208	-	8.1144
428661	-	6.5100
429608	+	6.0470
430114	-	9.6542
430137	+	5.9924
430167	+	7.4429
430365	+	5.3208
430490	+	9.9155
430586	+	5.0876
430853	+	8.9826
430981	+	5.8459
431221	-	10.1780
431420	-	6.7635
431958	-	5.7856
432081	+	7.0351
435041	-	5.3794
435256	-	9.9155
437230	+	6.0205
437517	-	7.8520
437733	+	5.2049
438158	-	6.1022
438274	-	5.0876
438603	-	9.9155
439744	-	6.1022
440114	+	5.8459
440150	-	6.7724
440245	-	7.4442
440878	+	6.4561
441514	+	7.7067
441517	-	10.8484
441643	+	5.3208
441715	+	6.2550
441728	+	7.1511
442128	-	5.8293
442205	+	5.7299
442256	+	6.7724
442425	+	6.2487
442552	-	5.1141
442805	+	6.5100
442981	+	6.2550
442998	+	6.0483
443003	+	6.9812
443741	+	6.9191
443828	+	5.7286
445045	+	11.3086
445816	-	5.5771
445934	-	6.1022
446134	+	5.7655
447215	+	10.3246
447549	-	6.3107
447557	-	7.1713
448003	+	5.6392
448672	+	6.1009
450166	+	6.1009
451423	+	5.1141
451685	-	7.8226
451933	+	7.8520
451982	-	5.1141
452169	+	10.1793
452303	-	6.0218
453064	-	6.0483
453259	-	5.4967
453362	+	9.9155
453514	+	5.8396
454025	+	6.5100
454305	-	9.5064
454489	+	6.5100
454532	+	6.1009
454900	+	6.2487
454940	+	7.4429
455116	-	5.8459
455560	+	7.7067
455563	-	6.5721
455597	-	7.4442
455622	+	6.5100
455643	+	9.7702
455646	-	5.9016
455695	-	5.9045
455722	-	5.7299
455733	-	7.4429
456202	+	5.3794
456273	-	10.5871
456656	+	7.8520
456736	-	6.5721
457049	-	6.3647
457134	+	7.0972
457155	+	7.0351
457179	+	5.7299
457669	-	5.8293
458193	+	6.7738
458210	-	7.1879
458393	-	9.5064
458515	+	7.4442
458710	-	6.0483
459052	-	5.9679
459093	-	9.2451
460693	-	5.5232
461267	-	6.0205
461539	+	6.0483
462102	+	5.0876
462577	+	6.0483
462843	-	6.9191
463413	-	6.3647
463908	+	5.3208
463926	+	6.2487
463944	-	6.0483
464176	+	5.1141
464271	+	6.5175
464344	+	6.2550
464804	-	5.1141
465802	-	5.7870
466256	-	5.3500
466354	-	7.1879
466784	-	6.7724
466900	-	8.1144
466974	-	6.7724
467154	+	6.0483
467173	+	6.5175
467180	-	5.7856
468003	-	7.4429
468253	-	6.0483
468326	+	7.4429
468354	-	5.1244
468496	+	6.5100
468663	+	6.3647
468693	+	5.3208
468791	-	5.3208
468831	-	5.1141
469084	+	5.2238
469252	-	6.5100
469432	-	6.4296
469771	+	6.4561
469923	-	7.8226
469977	-	6.4561
470444	+	6.7724
470468	+	7.1816
471415	+	8.9826
471816	+	6.1377
471865	+	5.0876
471869	+	5.3794
472191	-	6.0483
472799	-	6.6628
474022	-	8.5735
475655	+	8.2012
475718	+	5.8459
475734	+	5.8459
475872	-	6.5721
475952	+	5.7591
476151	-	5.6127
477349	-	5.5601
477505	-	6.5734
477947	-	6.1009
478198	+	6.9191
478921	+	5.8459
479565	+	6.2537
480203	+	6.0470
480733	-	5.8459
480896	+	6.9191
481077	-	12.3882
481637	+	9.9155
481880	+	9.9155
482070	-	5.0876
482328	+	7.8226
482508	+	6.7724
482998	-	7.0351
483077	-	5.3794
483934	+	5.7856
483960	-	6.5734
483978	-	6.3120
483981	+	5.1755
484207	-	6.2487
484812	+	5.7856
484825	+	5.1755
485621	-	6.5734
485747	+	5.8459
485772	-	7.1511
485941	+	7.1511
486049	+	6.5734
486198	+	6.7738
486534	+	9.0447
486539	+	5.3208
486614	-	5.7299
486688	-	7.1816
486780	-	5.8459
486801	+	5.9029
486827	-	5.7856
487003	-	6.7738
487289	+	9.2451
487321	+	5.3778
487429	-	6.9825
487745	-	5.0337
487754	+	8.0853
487768	-	5.2404
487841	-	5.3778
487871	+	5.3208
488280	-	5.9029
488283	+	6.5734
488432	-	5.5587
488669	-	5.0876
488705	+	6.5721
488838	-	8.3742
488918	-	5.0950
488947	-	7.1511
489167	-	6.2550
489261	-	6.1097
489344	-	5.1510
489378	-	9.2514
489638	-	5.7591
489653	+	7.1879
489713	+	7.2873
489796	-	9.2514
489904	+	8.7834
490182	+	5.7655
490199	+	6.3107
490539	+	6.5175
490603	+	6.0483
491008	-	11.8337
491212	-	9.8861
491349	-	6.1643
491405	+	6.5175
491412	-	11.3086
491442	+	6.1083
491445	-	11.3086
491480	+	5.0950
491508	-	6.1022
491543	+	5.0950
491571	-	5.2974
491575	-	9.8861
491692	-	6.3107
491766	-	5.1755
491815	+	5.0950
491842	-	7.1816
492128	-	10.1793
492198	-	12.9132
492246	-	9.5077
492295	-	12.9132
492343	-	9.5077
492392	-	12.9132
492440	-	9.5077
492593	+	5.0950
492600	-	5.7006
492712	+	6.3120
492799	-	9.9155
492838	+	6.2537
492865	+	5.0950
492893	-	5.2974
492897	-	9.8861
492972	-	9.0447
493013	-	6.3107
493154	-	11.3086
493466	+	5.0950
493615	-	15.3846
493792	+	6.5175
493893	+	6.1009
493921	+	5.7655
493932	+	5.7870
493949	-	6.1009
494062	+	6.3120
494111	-	7.0972
494140	+	12.9119
494143	-	6.7724
494206	-	6.5100
494562	-	10.4112
494655	+	9.7702
494658	-	8.8360
494785	-	6.3710
494849	-	10.5566
494888	+	6.7738
495043	-	5.3778
495098	+	5.7299
495270	-	6.9825
495378	+	6.2550
495465	+	6.5734
495512	+	6.2550
495568	-	8.3771
495679	+	6.9812
495883	+	6.9191
496488	+	5.5232
496603	+	8.9826
496710	-	6.5175
496736	+	5.8459
497244	+	8.0853
497327	+	9.9155
497345	+	6.7635
497640	+	7.4429
497667	+	6.4561
498171	+	5.3513
498192	-	6.3710
498256	-	10.5566
498295	+	6.7738
498450	-	5.3778
498505	+	5.7299
498604	+	5.3778
498677	-	6.9825
498785	+	6.2550
498872	+	6.5734
498919	+	6.2550
498975	-	7.7067
499028	-	5.8459
499063	+	5.7299
499143	-	6.5175
499176	-	5.7856
499185	-	12.6506
499710	-	6.5100
499963	-	5.4967
500018	-	5.1244
500321	-	5.8459
500359	-	6.5175
500457	-	5.8459
500658	+	9.2451
500894	-	9.2451
500902	-	6.1377
500955	+	5.5771
500996	+	9.4538
501307	+	5.8293
501571	+	7.1511
502237	-	6.3107
502368	-	8.2012
502458	-	6.9825
502563	-	6.7724
502696	+	6.2550
502991	-	9.9155
503264	+	6.5734
503973	-	5.3794
504227	-	5.8459
504241	+	5.8459
504565	-	6.6628
504714	-	12.3882
504898	+	12.3882
504973	-	13.3210
505002	-	8.5196
505143	-	5.8459
505352	+	5.7591
505585	+	5.3208
505908	-	5.2238
506265	-	5.8459
506268	+	6.3120
506760	+	7.0351
507184	+	6.2487
507408	-	6.5175
507458	+	6.5734
507477	+	6.4806
507720	+	5.8396
507940	+	5.8293
508058	+	6.5734
508084	-	5.7856
508733	-	8.5735
508958	-	6.7801
509204	-	5.6392
509361	-	5.0876
509365	-	6.1022
509458	+	5.9924
509679	-	9.5077
510112	-	5.3208
510285	-	9.5077
510440	+	5.8459
510724	-	7.4442
510781	-	9.5077
510828	-	6.7738
510942	+	5.7299
511346	-	5.0337
511351	+	6.5175
511572	-	5.4967
511752	-	5.7299
511939	-	6.9191
512069	+	6.3120
512105	-	9.2451
512402	-	5.0876
512486	-	6.9812
512544	+	5.3513
512863	+	7.0972
513547	-	11.8337
513706	-	6.0483
513714	-	10.1780
513775	+	5.5771
513815	+	9.4538
513890	-	5.3778
514112	+	5.8293
514145	+	5.6392
514374	+	7.1511
514774	-	6.0218
514912	-	6.5721
514918	+	9.2451
514956	+	5.8459
515080	-	8.0840
516158	+	5.8459
516565	+	5.3208
516778	+	5.5771
516964	+	7.1816
516967	-	6.5100
517302	+	9.0447
518015	+	7.0351
518029	+	6.1377
518041	-	5.7856
518302	+	5.0582
518946	-	5.1141
519203	-	6.4561
519352	-	9.2451
519528	-	8.7849
519541	+	6.7724
519621	+	9.2451
520035	+	6.5100
520038	-	6.7724
520058	-	5.3794
520520	-	7.8226
520597	+	7.1713
521137	-	5.7299
521314	+	5.3794
521477	-	6.9825
521579	-	5.9029
521634	+	5.6392
521895	+	7.1879
522111	-	7.0985
522509	+	6.0483
522532	+	6.5721
522667	-	9.0447
522852	-	6.9191
523072	+	5.3564
523075	-	5.7856
523566	-	7.3625
523679	+	6.2550
523682	-	6.5175
523691	-	5.7856
523809	+	6.9825
524173	-	8.0840
524457	-	8.5735
524715	+	6.5734
524741	-	5.7856
525794	-	10.1793
525958	-	6.3107
526135	-	5.8459
526154	+	12.9132
526292	+	5.0950
526725	-	5.9045
526732	+	6.1377
527150	+	6.7788
527329	-	6.5175
527401	-	5.3778
527503	-	5.9924
527854	-	5.8293
528035	+	6.5734
528061	-	5.7856
528524	-	6.3647
528684	-	6.3107
529018	+	12.6506
529088	+	8.7263
529178	+	8.5810
529226	+	9.4538
529760	-	6.5734
529775	-	6.4806
529808	+	5.3208
529921	+	6.9191
530256	+	7.4429
530290	+	7.8226
530383	-	8.7263
530585	+	6.9812
530626	+	5.8459
530733	+	6.5175
530875	-	6.1377
530932	-	11.0817
531122	+	6.7801
531145	-	5.3778
531460	-	5.8764
531527	+	9.2514
531592	-	7.1816
531638	-	5.3794
531750	+	7.0351
532951	+	5.7856
533042	+	6.5734
533178	+	6.5734
533645	+	8.7263
533652	-	5.8459
533800	+	6.5175
533818	+	6.0483
533844	-	5.7856
534403	-	6.5734
534421	-	8.9826
534566	+	6.6273
535087	-	6.3107
535109	+	6.9191
535149	+	9.2514
535292	-	5.6392
535345	+	6.0483
535432	-	7.3903
535975	+	6.9191
586171	+	12.9132
586460	-	5.9924
586482	-	7.1713
586984	-	5.0337
586989	+	5.1141
587049	-	5.8293
587287	+	5.9924
587387	+	9.2451
587457	+	5.6392
587761	-	5.4967
587824	+	5.9029
588027	-	7.0985
588726	+	6.7801
588746	-	5.4938
588948	-	9.5064
589082	-	6.2550
589310	+	9.2451
589379	+	5.8459
589510	-	5.3778
589551	-	10.5871
589972	+	6.5100
590027	-	5.3778
590438	+	6.0483
590464	-	5.7856
590594	+	5.5601
590671	+	6.2487
590674	-	5.3564
590741	+	6.0483
590767	-	5.7856
590889	+	5.0950
591028	-	5.0876
591497	-	5.1755
591500	+	6.3120
591516	+	9.5077
591656	+	5.0950
591884	+	9.2451
592264	+	5.8459
592300	+	5.9029
592426	+	6.0483
592471	-	5.9924
592571	+	5.6392
592578	+	8.7834
592684	+	5.3208
593766	+	6.7801
593798	+	6.5175
593802	+	6.5175
593805	-	7.1879
593842	+	5.6392
593906	+	5.7870
594310	-	8.7834
594329	-	5.8459
594719	+	6.3107
595252	+	5.1755
595289	+	6.7788
595320	+	10.1780
595323	-	6.7622
595423	+	5.3208
596007	-	6.7724
596017	+	5.0876
597446	-	5.0950
597559	+	5.7856
597585	-	6.5734
599263	-	7.1879
599532	-	6.5734
600334	-	5.3794
600633	-	8.8373
601284	-	6.4561
601398	+	15.3846
601658	+	7.5308
601802	+	7.1816
602113	-	6.1097
602157	-	6.5175
602591	-	9.5077
602863	-	5.1141
603193	+	5.6392
603213	+	7.1816
603249	-	5.6392
603367	+	8.9826
603507	+	8.7263
603601	+	6.2487
603824	+	5.3208
603966	+	6.7788
603969	-	9.2451
603978	-	6.2550
604027	-	6.9812
604038	+	7.4429
604186	+	6.0483
604326	+	5.0950
604497	-	9.2514
604636	+	6.5721
605495	+	10.8203
605859	-	11.9790
605959	+	7.9031
605991	-	5.3208
606217	+	8.5735
606375	+	6.3120
606410	+	6.5175
606565	+	9.5077
606597	+	8.9826
606606	-	8.7263
606638	-	8.7263
606682	+	5.3778
606940	+	9.5077
607020	+	5.9924
607512	+	5.0876
607729	-	7.1816
607733	-	6.2487
607975	+	10.0315
607998	+	5.2238
608210	+	5.7870
608264	-	11.2281
608491	+	8.1144
608706	+	5.3208
608899	-	10.5566
608907	-	6.7198
610719	+	5.9029
611033	-	12.6506
611083	+	15.3846
611130	+	8.7834
611183	-	6.5175
612763	-	5.8459
613186	+	6.5734
613465	+	7.1816
613485	+	5.9029
613685	+	6.9812
613828	-	6.9812
614280	+	5.1141
614366	-	15.3846
614687	+	6.5175
614770	-	5.8459
614773	+	6.3120
614781	+	9.0447
614791	+	6.5734
614814	+	6.5721
615065	+	6.6628
615092	-	9.8861
615281	+	6.4574
615779	-	11.9790
615859	-	7.5063
615880	+	8.7263
615949	-	10.5566
616369	-	5.1141
616408	+	5.8459
617033	+	5.8459
617297	-	5.3208
617568	+	7.4429
617594	-	9.2451
617862	+	5.9924
618210	-	5.7299
618408	-	5.0950
618565	-	5.3778
618677	+	6.2550
618786	-	5.3794
619314	-	6.0205
619364	+	6.9191
619563	-	9.5077
619613	+	9.0447
619728	-	9.2451
620215	+	8.2317
620480	-	6.5100
620489	-	5.8459
620650	+	9.5077
620969	-	9.9155
621188	+	7.1816
621203	+	6.7198
621220	-	7.1713
621568	+	6.7724
621579	+	6.1009
621778	+	5.6392
622528	+	5.6392
622629	+	9.4538
622851	-	5.1510
622936	-	6.5100
623109	+	9.9155
623121	+	11.4908
623276	+	5.0595
623395	+	7.1816
623449	-	6.9812
623731	-	6.7738
623908	+	8.0853
623977	-	6.5734
624174	+	5.3208
625061	+	8.2012
625328	-	6.4561
625739	+	5.2238
625799	+	9.7702
625825	-	6.5734
625843	-	5.7870
626090	+	5.2238
626298	+	5.1244
626368	+	6.0483
626375	-	6.7198
626412	+	5.2238
626842	+	5.7856
626868	-	5.9029
626884	-	6.3120
626887	+	5.1755
626938	-	6.3120
627535	+	6.2487
627685	-	5.6392
627768	-	5.8459
628227	+	10.1793
628346	+	5.8293
628453	-	6.2842
628647	-	6.7738
628667	-	5.3778
628714	+	6.5100
629061	-	6.5100
629074	+	6.5100
629270	-	9.5077
629574	+	12.3882
629719	-	7.4429
630014	-	5.1755
630086	+	7.4442
630346	-	6.4561
630406	-	11.8986
630512	-	6.7724
630645	-	7.1816
630688	+	5.3794
630865	+	6.6628
631079	-	10.2953
631187	-	7.5308
631427	+	6.1097
631443	+	6.7724
631785	+	5.5587
632038	-	6.1643
632771	+	5.8396
633020	+	10.4406
633146	-	8.3742
633188	+	5.3500
633472	-	7.8520
633634	-	6.7738
633741	-	6.8358
633847	-	7.4442
633938	-	7.4442
634325	-	6.7738
635421	+	6.9191
635539	+	6.0483
636203	+	7.0985
636229	-	5.8459
636507	+	5.8293
637029	+	11.9790
637316	+	5.8396
637323	+	6.2550
637605	-	6.5100
637755	+	5.0337
637798	+	6.0483
637817	+	5.9924
637824	-	5.7856
637943	+	5.0950
638372	-	7.4148
638391	-	7.1713
638436	+	6.5175
638665	+	6.9812
639610	-	9.5077
640063	-	5.7870
640468	-	5.0350
640632	-	5.3208
640722	+	7.8520
641146	-	6.5734
641949	-	6.6628
641961	-	5.0337
642046	-	6.7724
642367	+	9.5077
642581	-	9.4538
642605	+	6.7738
643007	-	7.1511
643124	+	5.8396
643322	+	6.4574
644730	+	7.4429
644808	-	5.0876
645475	-	6.5734
645494	+	9.7702
645663	+	5.3208
646229	-	8.5196
646234	+	6.4561
646477	-	6.7622
646733	+	9.5064
647258	+	5.7870
647266	+	5.6392
647276	+	6.5734
648050	+	6.5734
648076	-	5.7856
648732	-	5.7856
649045	+	8.3122
649237	+	5.1244
649286	+	11.4895
649878	+	9.2451
650036	+	5.7856
650062	-	6.5734
650129	-	10.5871
650654	+	9.5077
650954	+	6.0470
651402	+	6.9191
651414	-	11.2575
651468	-	6.5456
652423	+	6.4296
653937	+	5.3794
655461	-	8.9826
657627	+	8.9826
657901	-	7.7067
658422	-	9.9155
658806	-	5.4967
660033	-	5.1755
660722	+	6.1377
661703	-	5.3778
661886	-	6.2537
662324	+	5.8396
662949	-	8.1144
664402	-	6.5100
665349	+	6.0470
665855	-	9.6542
665878	+	5.9924
665908	+	7.4429
666106	+	5.3208
666232	+	9.9155
666328	+	5.0876
666595	+	8.9826
666724	+	5.8459
666964	-	10.1780
667163	-	6.7635
667700	-	5.7856
667823	+	7.0351
667971	+	5.3794
670019	-	5.3794
670235	-	9.9155
672209	+	6.0205
672496	-	7.8520
672712	+	5.2049
673137	-	6.1022
673253	-	5.0876
673582	-	9.9155
674723	-	6.1022
675090	+	5.8459
675126	-	6.7724
675221	-	7.4442
675854	+	6.4561
676490	+	7.7067
676493	-	10.8484
676619	+	5.3208
676691	+	6.2550
676704	+	7.1511
677104	-	5.8293
677181	+	5.7299
677232	+	6.7724
677401	+	6.2487
677528	-	5.1141
677781	+	6.5100
677957	+	6.2550
677974	+	6.0483
677979	+	6.9812
678717	+	6.9191
678804	+	5.7286
680021	+	11.9790
680792	-	5.5771
680910	-	6.1022
681110	+	5.7655
682191	+	10.3246
682525	-	6.3107
682533	-	7.1713
682979	+	5.6392
683648	+	6.1009
685142	+	6.1009
686399	+	5.1141
686661	-	7.8226
686909	+	7.8520
686958	-	5.1141
687145	+	10.1793
687279	-	6.0218
688040	-	6.0483
688235	-	5.4967
688338	+	9.9155
688490	+	5.8396
688999	+	6.5100
689279	-	9.5064
689463	+	6.5100
689506	+	6.1009
689874	+	6.2487
689914	+	7.4429
690533	+	7.7067
690536	-	6.5721
690570	-	7.4442
690595	+	6.5100
690616	+	9.7702
690619	-	5.9016
690668	-	5.9045
690695	-	5.7299
690706	-	7.4429
691175	+	5.3794
691246	-	10.5871
691627	+	7.8520
691707	-	6.5721
692020	-	6.3647
692105	+	7.0972
692150	+	5.7299
692640	-	5.8293
693164	+	6.7738
693181	-	6.7801
693364	-	9.5064
693486	+	7.4442
693681	-	6.0483
694023	-	5.9679
694064	-	9.2451
695664	-	5.5232
696238	-	6.0205
696510	+	6.0483
697073	+	5.0876
697553	+	6.0483
697819	-	6.9191
698389	-	6.3647
698884	+	5.3208
698902	+	6.2487
698920	-	6.0483
699152	+	5.1141
699247	+	6.5175
699320	+	6.2550
699780	-	5.1141
700778	-	5.7870
701232	-	5.3500
701330	-	7.1879
701760	-	6.7724
701876	-	8.1144
701949	-	6.7724
702129	+	6.0483
702148	+	6.5175
702155	-	5.7856
702980	-	7.4429
703230	-	6.0483
703303	+	7.4429
703331	-	5.1244
703473	+	6.5100
703640	+	6.3647
703670	+	5.3208
703768	-	5.3208
703808	-	5.1141
704061	+	5.2238
704229	-	6.5100
704900	-	7.8226
704954	-	6.4561
705421	+	6.7724
705445	+	7.1816
706392	+	8.9826
706794	+	6.1377
706843	+	5.0876
706847	+	5.3794
707169	-	6.0483
707777	-	6.6628
709000	-	8.5735
710633	+	8.2012
710696	+	5.8459
710712	+	5.8459
710850	-	6.5721
710930	+	5.7591
711129	-	5.6127
712295	-	5.5601
712451	-	6.5734
712893	-	6.1009
713144	+	6.9191
713865	+	5.8459
714561	+	6.2537
715199	+	6.0470
715729	-	5.8459
715885	+	6.9191
716066	-	12.3882
716626	+	9.9155
716869	+	9.9155
717059	-	5.0876
717314	+	6.2550
717498	+	6.7724
717992	-	7.0351
718071	-	5.3794
718927	+	5.7856
718953	-	6.5734
718971	-	6.3120
718974	+	5.1755
719200	-	6.2487
719804	+	5.7856
719817	+	5.1755
720613	-	6.5734
720738	+	5.8459
720763	-	7.1511
720932	+	7.1511
721040	+	6.5734
721189	+	6.7738
721525	+	9.0447
721530	+	5.3208
721605	-	5.7299
721679	-	7.1816
721771	-	5.8459
721792	+	5.9029
721818	-	5.7856
721994	-	6.7738
722286	+	9.2451
722426	-	6.9825
722742	-	5.0337
722751	+	8.0853
722765	-	5.2404
722838	-	5.3778
722868	+	5.3208
723277	-	5.9029
723280	+	6.5734
723429	-	5.5587
723666	-	5.0876
723702	+	6.5721
723835	-	9.0447
723915	-	5.0950
723944	-	7.1511
724164	-	6.2550
724258	-	6.1097
724341	-	5.1510
724375	-	9.2514
724635	-	5.7591
724710	+	7.2873
724793	-	9.2514
724901	+	8.7834
725185	+	5.7655
725202	+	6.3107
725542	+	6.5175
725606	+	6.0483
726011	-	11.8337
726215	-	9.8861
726352	-	6.1643
726408	+	6.5175
726415	-	11.3086
726445	+	6.1083
726448	-	11.3086
726483	+	5.0950
726511	-	6.1022
726546	+	5.0950
726574	-	5.2974
726578	-	9.8861
726695	-	6.3107
726769	-	5.1755
726818	+	5.0950
726845	-	9.2451
727131	-	10.1793
727201	-	12.9132
727249	-	7.0351
727298	-	12.9132
727346	-	9.5077
727499	+	5.0950
727506	-	5.7006
727618	+	6.3120
727705	-	9.9155
727744	+	6.2537
727771	+	5.0950
727799	-	5.2974
727803	-	9.8861
727878	-	9.0447
727919	-	6.3107
728060	-	11.3086
728372	+	5.0950
728521	-	15.3846
728698	+	6.5175
728799	+	6.1009
728827	+	5.7655
728838	+	5.7870
728855	-	6.1009
728968	+	6.3120
729017	-	7.0972
729046	+	12.9119
729049	-	6.7724
729112	-	8.5735
729468	-	11.0817
729561	+	9.7702
729564	-	8.8360
729691	-	6.3710
729755	-	10.5566
729794	+	6.7738
729949	-	5.3778
730004	+	5.7299
730103	+	5.3778
730176	-	6.9825
730284	+	6.2550
730371	+	6.5734
730418	+	6.2550
730474	-	7.7067
730585	+	6.9812
730789	+	6.9191
731394	+	5.5232
731509	+	8.9826
731616	-	6.5175
731642	+	5.8459
732152	+	8.0853
732235	+	9.9155
732253	+	6.7635
732548	+	7.4429
732575	+	6.4561
733079	+	5.3513
733100	-	6.3710
733164	-	10.5566
733203	+	6.7738
733358	-	5.3778
733413	+	5.7299
733585	-	6.9825
733693	+	6.2550
733780	+	6.5734
733827	+	6.2550
733993	+	6.9812
734197	+	6.9191
734802	+	5.5232
734917	+	8.9826
735024	-	6.5175
735050	+	5.8459
735558	+	8.0853
735641	+	9.9155
735659	+	6.7635
735954	+	7.4429
735981	+	6.4561
736485	+	5.3513
736506	-	6.3710
736570	-	10.5566
736609	+	6.7738
736764	-	5.3778
736819	+	5.7299
736991	-	6.9825
737099	+	6.2550
737186	+	6.5734
737233	+	6.2550
737289	-	7.7067
737400	+	6.9812
737604	+	6.9191
738209	+	5.5232
738326	+	8.9826
738433	-	6.5175
738459	+	5.8459
738969	+	8.0853
739057	+	9.9155
739075	+	6.7635
739370	+	7.4429
739397	+	6.4561
739922	-	6.3710
739986	-	10.5566
740025	+	6.7738
740180	-	5.3778
740235	+	5.7299
740334	+	5.3778
740407	-	6.9825
740515	+	6.2550
740602	+	6.5734
740649	+	6.2550
740705	-	7.7067
740758	-	5.8459
740793	+	5.7299
740873	-	6.5175
740906	-	5.7856
740915	-	12.6506
741440	-	6.5100
741693	-	5.4967
741748	-	5.1244
742051	-	5.8459
742089	-	6.5175
742187	-	5.8459
742388	+	9.2451
742624	-	9.2451
742632	-	6.1377
742685	+	5.5771
742726	+	9.4538
743037	+	5.8293
743301	+	7.1511
743967	-	6.3107
744098	-	8.2012
744188	-	6.9825
744293	-	6.7724
744426	+	6.2550
744721	-	9.9155
744978	+	6.5734
745688	-	5.3794
745942	-	5.8459
745956	+	5.8459
746280	-	6.6628
746429	-	12.3882
746613	+	12.3882
746688	-	13.3210
746717	-	8.5196
747067	+	5.7591
747301	+	5.3208
747619	-	5.2238
747976	-	5.8459
747979	+	6.3120
748471	+	7.0351
748896	+	6.2487
749120	-	6.5175
749170	+	6.5734
749189	+	6.4806
749432	+	5.8396
749652	+	5.8293
749770	+	6.5734
749796	-	5.7856
750445	-	8.5735
750670	-	6.7801
750916	-	5.6392
751073	-	5.0876
751077	-	6.1022
751170	+	5.9924
751391	-	9.5077
751829	-	5.3208
752002	-	9.5077
752157	+	5.8459
752441	-	7.4442
752498	-	9.5077
752545	-	6.7738
752659	+	5.7299
753064	-	5.0337
753069	+	6.5175
753289	-	5.4967
753469	-	5.7299
753656	-	6.9191
753786	+	6.3120
753822	-	9.2451
754120	-	5.0876
754204	-	6.9812
754262	+	5.3513
754581	+	7.0972
755265	-	11.8337
755424	-	6.0483
755432	-	10.1780
755493	+	5.5771
755533	+	9.4538
755608	-	5.3778
755830	+	5.8293
756092	+	7.1511
756490	-	6.0218
756627	-	6.5721
756633	+	9.2451
756671	+	5.8459
756795	-	8.0840
757739	+	5.9016
758015	+	5.8459
758422	+	5.3208
758635	+	6.1022
758821	+	7.1816
758824	-	6.5100
759159	+	9.0447
759884	+	7.0351
759898	+	6.1377
759910	-	5.7856
760171	+	5.0582
760815	-	5.1141
761071	-	6.4561
761220	-	9.2451
761396	-	8.7849
761409	+	6.7724
761489	+	9.2451
761886	+	6.6260
761903	+	6.5100
761906	-	6.7724
761926	-	5.3794
762388	-	7.8226
762465	+	7.1713
763001	-	5.7299
763178	+	5.3794
763341	-	6.9825
763443	-	6.5734
763498	+	5.6392
763759	+	7.1879
763975	-	7.0985
764373	+	6.0483
764396	+	6.5721
764531	-	9.0447
764716	-	6.9191
764936	+	5.3564
764939	-	5.7856
765426	-	7.3625
765539	+	6.2550
765542	-	6.5175
765551	-	5.7856
765669	+	6.9825
766022	-	8.0840
766306	-	8.5735
766589	-	5.7856
766941	-	6.5175
767646	-	10.1793
767810	-	6.3107
767987	-	5.8459
768006	+	12.9132
768144	+	5.0950
768577	-	5.9045
768584	+	6.1377
769002	+	6.7788
769181	-	6.5175
769253	-	5.3778
769355	-	5.9924
769706	-	5.8293
769887	+	6.5734
769913	-	5.7856
770378	-	6.3647
770508	-	6.3107
770842	+	12.6506
770912	+	8.7263
771002	+	6.5175
771050	+	9.4538
771584	-	6.5734
771599	-	6.4806
771745	+	6.9191
772080	+	7.4429
772114	+	7.8226
772207	-	8.7263
772409	+	6.9812
772450	+	5.8459
772557	+	6.5175
772699	-	6.1377
772756	-	11.0817
772946	+	6.7801
772969	-	5.3778
773284	-	5.8764
773351	+	9.2514
773416	-	7.1816
773573	+	7.0351
773815	+	5.0950
774765	+	5.7856
774856	+	6.5734
774971	-	5.1755
774992	+	6.5734
775248	+	5.5601
775452	+	8.7263
775459	-	5.8459
775625	+	6.0483
775651	-	5.7856
776218	-	6.5734
776236	-	8.9826
776381	+	6.6273
776902	-	6.3107
776964	+	9.2514
777107	-	5.6392
777159	+	11.7177
777290	-	5.3208
777511	+	6.3107
777662	-	5.0950
777798	-	6.5734
777903	+	5.3778
777994	+	5.3564
778277	-	8.3771
778366	+	6.7738
778644	-	5.8764
778651	-	6.3120
778804	-	7.8226
778837	-	8.7263
778975	-	11.2281
778980	+	7.1585
779152	-	6.3107
779179	+	5.9029
779196	-	7.8290
779329	+	7.4148
780051	+	5.2404
780291	+	9.2451
780359	+	11.0817
780501	-	6.1022
780980	+	5.0350
781326	-	7.7067
781333	-	6.2487
781610	-	5.8396
781634	-	5.5771
782133	+	7.4442
783004	+	7.4429
783201	-	5.8459
783677	-	6.0483
783908	-	6.5100
783950	-	7.0351
784608	-	9.2451
786206	+	7.8520
786288	+	5.3208
786450	-	6.2487
786501	+	8.0840
786504	-	7.2975
786821	-	6.5100
787246	-	9.9155
787632	-	6.5175
787770	+	7.4442
788129	-	5.8459
788171	-	6.9812
788267	+	6.7738
791743	+	5.0876
791782	-	7.1713
792256	-	5.0337
792457	+	6.7198
792528	-	6.2487
792863	-	6.5175
792886	+	5.0876
792907	-	8.3122
